klist,llist,seuratnotieari,seuratwithtieari,pcaldarimax,pcaldarimin,celdagari,celdacgari,filteredL,seed,beta,delta
20,10,0.115568372682228,0.11601857488676,0.0594691301195405,0.135758231709529,0.394184959472122,0.529983556742758,10,12345,40,40
20,20,0.0518900266309597,0.0513786132097744,0.0345805359079461,0.0445006255872913,0.161852731726591,0.517087398404291,20,12346,40,40
20,30,0.0234921128371236,0.0232069736515131,0.0282817332373427,0.0103279324959765,0.0231071107009526,0.00446854921667597,30,12347,40,40
20,40,0.0147008215821591,0.0147309801644177,0.0106857148107123,0.0155787504264378,0.0123718786856555,0.0281477400342351,40,12348,40,40
20,50,0.0176130053874636,0.0174632044140587,0.0129395191051538,0.0338559709570679,0.0194764434874327,0.00778368714452528,50,12349,40,40
20,60,0.0105866384114301,0.0105577160133637,0.00576354209514847,0.00952798028387548,0.00729819873084001,0.00600677443472411,60,12350,40,40
20,70,0.00741525894811801,0.00726846582152941,0.00518022473587969,0.010894186025106,0.0106600705609284,0.0106668035601082,70,12351,40,40
20,80,0.00469934917778688,0.00461314033877614,0.00244651330682001,0.00641383567026551,0.00792144152622233,0.00783744199244664,80,12352,40,40
20,90,0.00283710548986302,0.00279590063102417,0.00205439577509774,0.00499962415672298,0.00697595222656598,0.00348918453144178,89,12353,40,40
20,100,0.00465803867446079,0.00452194160556039,0.000440182528859865,0.00452005100521019,0.00724410162940562,0.0193125418288291,100,12354,40,40
20,110,0.00461842525431817,0.00391268217759474,0.00556127081759317,0.00220471721205263,0.00575072378031546,0.00442150403459873,110,12355,40,40
20,120,0.0038311138716635,0.00410072664262298,0.00743332857193326,0.00898454464181889,0.0044240868098758,0.0212242478614002,119,12356,40,40
20,130,0.00264867079205384,0.0026609723559092,0.00492728654445989,0.00145847325352922,0.00268514429568171,0.00210674105069408,130,12357,40,40
20,140,0.0020098145311609,0.00166114874021341,0.00342958157518464,0.00121234855773441,0.00395140053189279,0.0126627729182532,140,12358,40,40
20,150,0.0055214364407096,0.00527673465197045,0.0182330523307177,0.00293725548364118,0.00641717074624846,0.0263280627032697,149,12359,40,40
20,160,0.00177376282158242,0.00186856863749798,-0.00063440478883474,0.00296270532974065,0.0059308473709685,0.00358759034373248,160,12360,40,40
20,170,0.00353896751303991,0.00359106855355622,0.00206128185736787,0.00446048327575051,0.00553085633955824,0.00458935796924167,170,12361,40,40
20,180,0.00332970703134814,0.00401032133801219,0.000849498793564343,0.00205540884603643,0.00414615782506297,0.0134756153908916,178,12362,40,40
20,190,0.00211483358104174,0.00254129142104835,0.000143260161281257,0.0019990618739614,0.00246932026472837,0.00350863472152549,187,12363,40,40
20,200,0.00226575590915173,0.00250966967279363,0.00247665795220915,0.000968706201006975,0.00197756933245796,0.000568423872261753,198,12364,40,40
20,10,0.0877854185272733,0.0876299591353972,0.0424452727096381,0.0879426682424301,0.327328850346883,0.601496423108661,10,12365,40,40
20,20,0.0310876290245519,0.0323717750825614,0.0428132163037744,0.0143729643660275,0.0280339866879388,0.0152763392227242,20,12366,40,40
20,30,0.0261782029141639,0.0266194078324349,0.0105157039772638,0.0425422782274056,0.0469097061457771,0.110436024357336,30,12367,40,40
20,40,0.0151675905427341,0.0158338805339485,0.0146362789520365,0.0136916189405906,0.0288026517973405,0.155011175150549,40,12368,40,40
20,50,0.0100700528940381,0.0104617740907636,0.0101360637638856,0.0206554727383704,0.0160778707038167,0.0354308059393906,50,12369,40,40
20,60,0.0138870063129754,0.0138605696628782,0.0150605393821214,0.0223381187238084,0.0222290441715098,0.0676002561933126,60,12370,40,40
20,70,0.00723848489302888,0.00706427225319895,0.00412593137572908,0.0126501997620908,0.00927159869942898,0.0194197008716848,70,12371,40,40
20,80,0.00833506628247602,0.00804310649921091,0.0182437795363698,0.00553428388298624,0.0133335213749655,0.0318218940296336,80,12372,40,40
20,90,0.00626399613689641,0.00599832147757329,0.0275738492342408,0.00254460763809227,0.0100482519895469,0.0334275192842337,90,12373,40,40
20,100,0.00453283692654908,0.00490077659263717,0.00281368457320567,0.00553131164112912,0.0057172174529434,0.00931786647567239,100,12374,40,40
20,110,0.0110577845544387,0.010542869109833,0.00337740370234577,0.0355584577278709,0.0256621185892449,0.128387912130223,109,12375,40,40
20,120,0.00345672660104506,0.00337814664038444,0.00451179687227673,0.00198882804815471,0.00306100452078479,0.00553107592660564,120,12376,40,40
20,130,0.00261788109080888,0.00278440937674471,0.00417521949885034,0.00144019768757408,0.00330255680460806,0.00415503565438095,130,12377,40,40
20,140,0.00654556978245982,0.00607863569802249,0.00259192709224772,0.00314039352539829,0.00404906102885761,0.00948748237143614,140,12378,40,40
20,150,0.00366795311180888,0.00352440520912033,0.00388547768313519,0.00424862508106627,0.00308024493863889,0.00665245851921062,150,12379,40,40
20,160,0.00492838001812336,0.00552801169014946,0.00612498178091394,0.00191070021334077,0.00273463619008688,0.0102222227187428,160,12380,40,40
20,170,0.00121660619712618,0.00125895293021011,0.00106202638781153,0.000909801731550128,0.00283033428934251,0.00174357753089343,170,12381,40,40
20,180,0.00341951030437733,0.00463554890013161,0.0345234381307032,0.00930983650901457,0.00517270694315139,0.0133365471756315,179,12382,40,40
20,190,0.00196524608286299,0.00190448514002872,0.00244870111288,-0.000562296051459203,0.00252635226814312,0.00539894775839903,186,12383,40,40
20,200,0.00183267715704484,0.0017714110347005,0.0016151631771205,0.0016179681625494,0.00319540977966263,0.0013026337669569,197,12384,40,40
20,10,0.130757315940742,0.130360997530072,0.0328895034572834,0.151088501365739,0.493958009752456,0.740471451982322,10,12385,40,40
20,20,0.0657064923699631,0.0646077085130055,0.0717129960193071,0.027502791966028,0.122607524461317,0.134670847520065,20,12386,40,40
20,30,0.0500774944082233,0.0516516437895302,0.0675535367125946,0.0381131611331807,0.0728091921952457,0.0787695880066372,30,12387,40,40
20,40,0.0206952894055973,0.0207948819329993,0.018287637406434,0.0115083089276296,0.0270565467877047,0.0520775472955474,40,12388,40,40
20,50,0.0128961218268079,0.0131679741573993,0.00528375856798649,0.0146311505810093,0.0536694879399409,0.0713838921911911,50,12389,40,40
20,60,0.00733656430961544,0.00735486910001045,0.006135546682095,0.00881551767946959,0.00538639146797946,0.00699348924468366,60,12390,40,40
